run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
8; /small-50000-UNCOMP.parquet; 8; 1000000; UNCOMP; 50000; 0.006841; 0.000000; 0.000000; 0.000000; 30.517578; 0.000489; 0.000016; 0; 0.000000
9; /small-50000-GZIP.parquet; 8; 1000000; GZIP; 50000; 1.674209; 0.000033; 0.000000; 0.000000; 30.517578; 11.096081; 0.363596; 0; 0.000000
10; /small-50000-ZSTD.parquet; 8; 1000000; ZSTD; 50000; 0.585021; 0.000012; 0.000000; 0.000000; 30.517578; 11.466244; 0.375726; 0; 0.000000
11; /small-50000-SNAPPY.parquet; 8; 1000000; SNAPPY; 50000; 0.008445; 0.000000; 0.000000; 0.000000; 30.517578; 0.000489; 0.000016; 0; 0.000000
12; /small-100000-UNCOMP.parquet; 8; 1000000; UNCOMP; 100000; 0.007402; 0.000000; 0.000000; 0.000000; 30.517578; 0.000341; 0.000011; 0; 0.000000
13; /small-100000-GZIP.parquet; 8; 1000000; GZIP; 100000; 1.664814; 0.000017; 0.000000; 0.000000; 30.517578; 11.212548; 0.367413; 0; 0.000000
14; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.459454; 0.000005; 0.000000; 0.000000; 30.517578; 11.724740; 0.384196; 0; 0.000000
15; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.006186; 0.000000; 0.000000; 0.000000; 30.517578; 0.000341; 0.000011; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-100000-UNCOMP.parquet; 0; 0; UNCOMP; 100000; 0.000000; 0.000000; 0.001676; 0.000279; 0.000000; 0.000000; 0.000000; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-100000-UNCOMP.parquet; 0; 0; UNCOMP; 100000; 0.000000; 0.000000; 0.001383; 0.000230; 0.000000; 0.000000; 0.000000; 0; 0.000000
1; /small-100000-GZIP.parquet; 0; 0; GZIP; 100000; 0.000000; 0.000000; 0.600744; 0.054613; 0.000000; 0.000000; 0.000000; 0; 0.000000
2; /small-100000-ZSTD.parquet; 0; 0; ZSTD; 100000; 0.000000; 0.000000; 0.361801; 0.032891; 0.000000; 0.000000; 0.000000; 0; 0.000000
3; /small-100000-SNAPPY.parquet; 0; 0; SNAPPY; 100000; 0.000000; 0.000000; 0.000542; 0.000090; 0.000000; 0.000000; 0.000000; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-1000-UNCOMP.parquet; 8; 1000000; UNCOMP; 1000; 0.076427; 0.000076; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
1; /small-1000-GZIP.parquet; 8; 1000000; GZIP; 1000; 3.747339; 0.003747; 0.000000; 0.000000; 30.517578; 14.315100; 0.469077; 0; 0.000000
2; /small-1000-ZSTD.parquet; 8; 1000000; ZSTD; 1000; 2.700585; 0.002701; 0.000000; 0.000000; 30.517578; 15.153105; 0.496537; 0; 0.000000
3; /small-1000-SNAPPY.parquet; 8; 1000000; SNAPPY; 1000; 0.055895; 0.000056; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
